ID;Využiží budovy;Kraj;Okres;MČ;Katastrální území;Ulice č.p./č.e.;Město;PSČ;GPS;Vymezené byty;Vlastnictví;Typ budovy;Ochrana;Datum dokončení RUIAN
956095101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Háje;Háje;Matúškova 831;Praha 4 - Háje;14900;N 50.0373513878374 E 14.515414775077;Ne;Ostatní;budova s číslem popisným;;
956188101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Háje;Háje;Kryštofova 873;Praha 4 - Háje;14900;N 50.0343090628273 E 14.5235069233938;Ne;Ostatní;budova s číslem popisným;;
956198101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Háje;Háje;Hlavatého 664;Praha 4 - Háje;14900;N 50.0302752596546 E 14.534588252617;Ne;Ostatní;budova s číslem popisným;;
956686101;objekt občanské vybavenosti;Hlavní město Praha;Praha 10;;Hostivař; ;Praha 10 - Hostivař;10200;N 50.0608671614542 E 14.5339628902415;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
956833101;objekt občanské vybavenosti;Hlavní město Praha;Praha 10;Hostivař;Hostivař;Kubatova 1437;Praha 10 - Hostivař;10200;N 50.0481432285159 E 14.5233858218262;Ne;Osobní;budova s číslem popisným;;16.03.2004
958061101;objekt občanské vybavenosti;Hlavní město Praha;Praha 10;;Hostivař; ;Praha 10 - Hostivař;10200;N 50.0567668541719 E 14.5397967517391;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
957723101;objekt občanské vybavenosti;Hlavní město Praha;Praha 10;Hostivař;Hostivař;Strašnická 1397;Praha 10 - Hostivař;10200;N 50.0545410591412 E 14.520779245597;Ne;Ostatní;budova s číslem popisným;;01.03.2001
957766101;stavba občanského vybavení;Hlavní město Praha;Praha 10;Hostivař;Hostivař;Hostivař 1436 1436;Praha 10 - Hostivař;10200;N 50.0618933984114 E 14.5212799344727;Ne;Ostatní;budova s číslem popisným;;30.01.2004
957896101;objekt občanské vybavenosti;Hlavní město Praha;Praha 10;;Hostivař; ;Praha 10 - Hostivař;10200;N 50.0712825259377 E 14.527977165925;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
957930101;stavba občanského vybavení;Hlavní město Praha;Praha 10;Hostivař;Hostivař;Doupovská 1043;Praha 10 - Hostivař;10200;N 50.0473107219614 E 14.5188978161615;Ne;Ostatní;budova s číslem popisným;;
957931101;objekt občanské vybavenosti;Hlavní město Praha;Praha 10;Hostivař;Hostivař;U břehu 1372;Praha 10 - Hostivař;10200;N 50.0467036849591 E 14.5321628517625;Ne;Osobní;budova s číslem popisným;;07.07.1999
958002101;stavba občanského vybavení;Hlavní město Praha;Praha 10;Hostivař;Hostivař;Weilova 1453;Praha 10 - Hostivař;10200;N 50.0521864213832 E 14.5416623530553;Ne;Obecní;budova s číslem popisným;;27.12.2004
958108101;objekt občanské vybavenosti;Hlavní město Praha;Praha 10;Hostivař;Hostivař;Brumovická 1317;Praha 10 - Hostivař;10200;N 50.0484716510535 E 14.5415588587116;Ne;Ostatní;budova s číslem popisným;;
958322101;objekt občanské vybavenosti;Hlavní město Praha;Praha 10;Hostivař;Hostivař;Švehlova 1391;Praha 10 - Hostivař;10200;N 50.0531587317494 E 14.5175438701449;Ne;Ostatní;budova s číslem popisným;;02.11.2000
958725101;objekt občanské vybavenosti;Hlavní město Praha;Praha 4;;Křeslice; ;Praha 4 - Křeslice;10400;N 50.0221959246601 E 14.5634868126258;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
958836101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Křeslice;Křeslice;Na rovině 106;Praha 4 - Křeslice;10400;N 50.0223075646592 E 14.5664189886112;Ne;Osobní;budova s číslem popisným;;30.11.2001
959049101;stavba občanského vybavení;Hlavní město Praha;Praha 10;Petrovice;Petrovice;Edisonova 376;Praha 10 - Petrovice;10900;N 50.0345392644706 E 14.5549653989179;Ne;Osobní;budova s číslem popisným;;12.06.1998
959214101;stavba občanského vybavení;Hlavní město Praha;Praha 10;Petrovice;Petrovice;Edisonova 27;Praha 10 - Petrovice;10900;N 50.0351069158313 E 14.5556449029842;Ne;Osobní;budova s číslem popisným;;30.08.2013
959232101;stavba občanského vybavení;Hlavní město Praha;Praha 10;Petrovice;Petrovice;Bellova 56;Praha 10 - Petrovice;10900;N 50.0351474333271 E 14.5574301072291;Ne;Ostatní;budova s číslem popisným;;
959257101;stavba občanského vybavení;Hlavní město Praha;Praha 10;Petrovice;Petrovice;Jakobiho 327;Praha 10 - Petrovice;10900;N 50.0319709599898 E 14.5609291016633;Ne;Osobní;budova s číslem popisným;;
959367101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Miškovice;Miškovice;Tuháňská 173;Praha 9 - Miškovice;19600;N 50.1598572341591 E 14.5442661061355;Ne;Ostatní;budova s číslem popisným;;19.10.2000
960125101;objekt občanské vybavenosti;Hlavní město Praha;Praha 10;;Horní Měcholupy; ;Praha 10 - Horní Měcholupy;10900;N 50.0449907089918 E 14.5573235495776;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
959949101;objekt občanské vybavenosti;Hlavní město Praha;Praha 10;Horní Měcholupy;Horní Měcholupy;Milánská 471;Praha 10 - Horní Měcholupy;10900;N 50.0395610703865 E 14.5515570042653;Ne;Ostatní;budova s číslem popisným;;13.03.1998
1087542101;stavba občanského vybavení;Hlavní město Praha;Praha 10;Horní Měcholupy;Horní Měcholupy;Hákova 550;Praha 10 - Horní Měcholupy;10900;N 50.0450662680632 E 14.5490671555204;Ne;Ostatní;budova s číslem popisným;;15.12.2003
960105101;objekt občanské vybavenosti;Hlavní město Praha;Praha 10;Horní Měcholupy;Horní Měcholupy;Veronské nám. 403;Praha 10 - Horní Měcholupy;10900;N 50.0405893767108 E 14.5588570204428;Ne;Ostatní;budova s číslem popisným;;
960108101;objekt občanské vybavenosti;Hlavní město Praha;Praha 10;Horní Měcholupy;Horní Měcholupy;Milánská 311;Praha 10 - Horní Měcholupy;10900;N 50.0455339644877 E 14.5581883023901;Ne;Ostatní;budova s číslem popisným;;
960138101;objekt občanské vybavenosti;Hlavní město Praha;Praha 10;Horní Měcholupy;Horní Měcholupy;Hornoměcholupská 487;Praha 10 - Horní Měcholupy;10900;N 50.0468485272641 E 14.552215951579;Ne;Ostatní;budova s číslem popisným;;21.05.1999
960149101;objekt občanské vybavenosti;Hlavní město Praha;Praha 10;Horní Měcholupy;Horní Měcholupy;Boloňská 492;Praha 10 - Horní Měcholupy;10900;N 50.0476994785729 E 14.5576359708168;Ne;Ostatní;budova s číslem popisným;;08.12.1999
960718101;stavba občanského vybavení;Hlavní město Praha;Praha 10;Dolní Měcholupy;Dolní Měcholupy;Kutnohorská 371;Praha 10 - Dolní Měcholupy;11101;N 50.0577237624464 E 14.5617880619406;Ne;Ostatní;budova s číslem popisným;;
960808101;stavba občanského vybavení;Hlavní město Praha;Praha 10;Dolní Měcholupy;Dolní Měcholupy;Za kovárnou 374;Praha 10 - Dolní Měcholupy;11101;N 50.0564492239944 E 14.5610022261455;Ne;Ostatní;budova s číslem popisným;;11.05.1994
960925101;stavba občanského vybavení;Hlavní město Praha;Praha 10;Štěrboholy;Štěrboholy;Ústřední 135;Praha 10 - Štěrboholy;10200;N 50.0721886346899 E 14.5512800087975;Ne;Osobní;budova s číslem popisným;;
961374101;stavba občanského vybavení;Hlavní město Praha;Praha 10;Štěrboholy;Štěrboholy;Černokostelecká 351;Praha 10 - Štěrboholy;10200;N 50.0702919794852 E 14.5420200068801;Ne;Osobní;budova s číslem popisným;;30.10.1998
961475101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;Dolní Počernice;Dolní Počernice;Nad rybníkem 589;Praha 9 - Dolní Počernice;19012;N 50.0861049118188 E 14.6011046713534;Ne;Ostatní;budova s číslem popisným;;
961519101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Dolní Počernice;Dolní Počernice;Národních hrdinů 81;Praha 9 - Dolní Počernice;19012;N 50.0854227593813 E 14.5749075253536;Ne;Ostatní;budova s číslem popisným;;20.04.2006
961797101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;;Dolní Počernice; ;Praha 9 - Dolní Počernice;19012;N 50.0863451931493 E 14.568391894919;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
961908101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;;Dolní Počernice; ;Praha 9 - Dolní Počernice;19012;N 50.090126005354 E 14.5845496724201;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
961971101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;;Dolní Počernice; ;Praha 9 - Dolní Počernice;19012;N 50.0883477508577 E 14.5800726960392;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
962150101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Dolní Počernice;Dolní Počernice;Českobrodská 34;Praha 9 - Dolní Počernice;19012;N 50.0862105352422 E 14.5743033144305;Ne;Ostatní;budova s číslem popisným;;10.05.2021
962164101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;Dolní Počernice;Dolní Počernice;Českobrodská 521;Praha 9 - Dolní Počernice;19012;N 50.0863442416134 E 14.5739512303068;Ne;Osobní;budova s číslem popisným;;
962761101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Hostavice;Hostavice;Českobrodská 62;Praha 9 - Hostavice;19800;N 50.0876242669307 E 14.5555982288923;Ne;Osobní;budova s číslem popisným;;
962782101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;Hostavice;Hostavice;Bezdrevská 26;Praha 9 - Hostavice;19800;N 50.0866127565139 E 14.5576904169736;Ne;Ostatní;budova s číslem evidenčním;;
963259101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;Kyje;Kyje;U Technoplynu 1324;Praha 9 - Kyje;19800;N 50.0830097228949 E 14.5412822286925;Ne;Ostatní;budova s číslem popisným;;09.01.1999
963934101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Kyje;Kyje;Mílovská 513;Praha 9 - Kyje;19800;N 50.0903518115157 E 14.5449282873722;Ne;Osobní;budova s číslem popisným;;01.12.2010
964457101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;Kyje;Kyje;Sýkovecká 276;Praha 9 - Kyje;19800;N 50.0934874995503 E 14.5440541725261;Ne;Osobní;budova s číslem popisným;;
964885101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;;Kyje; ;Praha 9 - Kyje;19800;N 50.094741920327 E 14.5359014498715;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
20318927010;stavba občanského vybavení;Hlavní město Praha;Praha 9;Kyje;Kyje;Vodňanská 1656;Praha 9 - Kyje;19800;N 50.1079414672229 E 14.5625043025993;Ne;Osobní;budova s číslem popisným;;17.02.2014
964370101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;Kyje;Kyje;Jordánská 978;Praha 9 - Kyje;19800;N 50.109771955145 E 14.5607648849047;Ne;Ostatní;budova s číslem popisným;;31.12.2009
964396101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Kyje;Kyje;Vajgarská 1141;Praha 9 - Kyje;19800;N 50.1016647641142 E 14.5537300765798;Ne;Ostatní;budova s číslem popisným;;
964440101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;Kyje;Kyje;Nedokončená 1332;Praha 9 - Kyje;19800;N 50.0852180266962 E 14.5495835097732;Ne;Ostatní;budova s číslem popisným;;10.11.1994
964446101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Kyje;Kyje;Stupská 15;Praha 9 - Kyje;19800;N 50.0986918237134 E 14.5478128008069;Ne;Osobní;budova s číslem popisným;;
964460101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;Kyje;Kyje;Rožmberská 1272;Praha 9 - Kyje;19800;N 50.0937153288837 E 14.5426564787592;Ne;Osobní;budova s číslem popisným;;
964614101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;Kyje;Kyje;Za černým mostem 1425;Praha 9 - Kyje;19800;N 50.1084276016865 E 14.5570071239193;Ne;Osobní;budova s číslem popisným;;16.12.1996
964321101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;;Kyje; ;Praha 9 - Kyje;19800;N 50.0977526940003 E 14.548102456065;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
964776101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;Kyje;Kyje;Manželů Dostálových 1217;Praha 9 - Kyje;19800;N 50.0873835104218 E 14.5543090007489;Ne;Osobní;budova s číslem popisným;;31.12.2004
964905101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;Kyje;Kyje;Chlumecká 1502;Praha 9 - Kyje;19800;N 50.1081207235828 E 14.564187442142;Ne;Ostatní;budova s číslem popisným;;02.04.2001
964970101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Kyje;Kyje;Broumarská 1503;Praha 9 - Kyje;19800;N 50.1037236334367 E 14.5564891363899;Ne;Ostatní;budova s číslem popisným;;03.05.2001
964935101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;Kyje;Kyje;Šimanovská 1233;Praha 9 - Kyje;19800;N 50.0981733663088 E 14.5466670286681;Ne;Osobní;budova s číslem popisným;;17.05.1999
965478101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;;Satalice; ;Praha 9 - Satalice;19015;N 50.1268299503304 E 14.5753243021985;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
965494101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;Satalice;Satalice;K Radonicům 326;Praha 9 - Satalice;19015;N 50.1263306685171 E 14.5753828310741;Ne;Ostatní;budova s číslem popisným;;
965546101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;Satalice;Satalice;Trabantská 270;Praha 9 - Satalice;19015;N 50.1255762194435 E 14.5708168346595;Ne;Osobní;budova s číslem popisným;;
965419101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;Satalice;Satalice;K Radonicům 305;Praha 9 - Satalice;19015;N 50.1262238161458 E 14.5761049618787;Ne;Obecní;budova s číslem popisným;;
965594101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;Satalice;Satalice;Panelová 289;Praha 9 - Satalice;19015;N 50.1241367101857 E 14.5646557422956;Ne;Ostatní;budova s číslem popisným;;
965641101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;;Satalice; ;Praha 9 - Satalice;19015;N 50.1228021946627 E 14.5695953791929;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
966160101;stavba občanského vybavení;Hlavní město Praha;Praha 9;;Vinoř; ;Praha 9 - Vinoř;19017;N 50.1429690933813 E 14.5809247041276;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
966277101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Vinoř;Vinoř;Živanická 224;Praha 9 - Vinoř;19017;N 50.1431748599015 E 14.5790754568968;Ne;Osobní;budova s číslem popisným;;
966455101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Vinoř;Vinoř;Mladoboleslavská 551;Praha 9 - Vinoř;19017;N 50.1452613539987 E 14.5818362661217;Ne;Ostatní;budova s číslem popisným;;
966584101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Kbely;Kbely;Mladoboleslavská 1148;Praha 9 - Kbely;19700;N 50.1295261507345 E 14.5422823966658;Ne;Ostatní;budova s číslem popisným;;29.06.2022
968018101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;;Kbely; ;Praha 9 - Kbely;19700;N 50.1355308391103 E 14.5499079217099;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
966783101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Kbely;Kbely;Toužimská 423;Praha 9 - Kbely;19700;N 50.135173750611 E 14.5480860960239;Ne;Osobní;budova s číslem popisným;;
967688101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;;Kbely; ;Praha 9 - Kbely;19700;N 50.1252749998324 E 14.5345640333915;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
1199549101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Kbely;Kbely;Železnobrodská 961;Praha 9 - Kbely;19700;N 50.1326531095004 E 14.5459652560171;Ne;Ostatní;budova s číslem popisným;;19.04.2005
967287101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;;Kbely; ;Praha 9 - Kbely;19700;N 50.1373623714366 E 14.5459976085843;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
967759101;objekt občanské vybavenosti;Hlavní město Praha;Praha 9;Kbely;Kbely;Mladoboleslavská 22;Praha 9 - Kbely;19700;N 50.1300700517369 E 14.5464923354278;Ne;Osobní;budova s číslem popisným;;
970962101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Horní Počernice;Horní Počernice;Libuňská 631;Praha 9 - Horní Počernice;19300;N 50.1162056394115 E 14.612834613718;Ne;Osobní;budova s číslem popisným;;
968719101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Horní Počernice;Horní Počernice;Náchodská 496;Praha 9 - Horní Počernice;19300;N 50.1159878110817 E 14.6173433264183;Ne;Osobní;budova s číslem popisným;;
969006101;stavba občanského vybavení;Hlavní město Praha;Praha 9;;Horní Počernice; ;Praha 9 - Horní Počernice;19300;N 50.1156877180982 E 14.615502523603;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
969583101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Horní Počernice;Horní Počernice;Lhotská 2072;Praha 9 - Horní Počernice;19300;N 50.1119678712594 E 14.6018923060632;Ne;Ostatní;budova s číslem popisným;;
969726101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Horní Počernice;Horní Počernice;Lipí 673;Praha 9 - Horní Počernice;19300;N 50.1150197715102 E 14.6114584773125;Ne;Osobní;budova s číslem popisným;;
970225101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Horní Počernice;Horní Počernice;Ve žlíbku 168;Praha 9 - Horní Počernice;19300;N 50.117938385132 E 14.6251915175693;Ne;Ostatní;budova s číslem popisným;;
970244101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Horní Počernice;Horní Počernice;Křovinovo náměstí 12;Praha 9 - Horní Počernice;19300;N 50.115437898644 E 14.6287212110511;Ne;Ostatní;budova s číslem popisným;;
970349101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Horní Počernice;Horní Počernice;Chvalkovická 2031;Praha 9 - Horní Počernice;19300;N 50.1087626234447 E 14.6105692905382;Ne;Ostatní;budova s číslem popisným;;
970758101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Horní Počernice;Horní Počernice;Lhotská 2071;Praha 9 - Horní Počernice;19300;N 50.1121376146943 E 14.6016093053749;Ne;Ostatní;budova s číslem popisným;;31.12.2003
970761101;stavba občanského vybavení;Hlavní město Praha;Praha 9;;Horní Počernice; ;Praha 9 - Horní Počernice;19300;N 50.1138310604941 E 14.6044366897819;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
970953101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Horní Počernice;Horní Počernice;Chodovická 2311;Praha 9 - Horní Počernice;19300;N 50.1121444436237 E 14.6173824741095;Ne;Ostatní;budova s číslem popisným;;
971023101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Horní Počernice;Horní Počernice;Bořetická 2332;Praha 9 - Horní Počernice;19300;N 50.1083374349004 E 14.6399421736812;Ne;Ostatní;budova s číslem popisným;;
971213101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Horní Počernice;Horní Počernice;Náchodská 380;Praha 9 - Horní Počernice;19300;N 50.1168589130811 E 14.6226004870543;Ne;Osobní;budova s číslem popisným;;
971250101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Horní Počernice;Horní Počernice;Náchodská 440;Praha 9 - Horní Počernice;19300;N 50.1166751901515 E 14.6194844082215;Ne;Ostatní;budova s číslem popisným;;
971284101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Horní Počernice;Horní Počernice;Chlumecká 2398;Praha 9 - Horní Počernice;19300;N 50.1117140553301 E 14.5815851558862;Ne;Ostatní;budova s číslem popisným;;22.11.2007
971293101;stavba občanského vybavení;Hlavní město Praha;Praha 9;;Horní Počernice; ;Praha 9 - Horní Počernice;19300;N 50.1134206378142 E 14.6023154246882;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
971342101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Horní Počernice;Horní Počernice;Náchodská 116;Praha 9 - Horní Počernice;19300;N 50.1172306094395 E 14.6282932112957;Ne;Ostatní;budova s číslem popisným;;
970719101;stavba občanského vybavení;Hlavní město Praha;Praha 9;;Horní Počernice; ;Praha 9 - Horní Počernice;19300;N 50.1113814544344 E 14.5952370811191;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
971675101;stavba občanského vybavení;Hlavní město Praha;Praha 9;;Horní Počernice; ;Praha 9 - Horní Počernice;19300;N 50.1187966924427 E 14.6174188412546;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
972045101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Černý Most;Černý Most;Bratří Venclíků 1139;Praha 9 - Černý Most;19800;N 50.1055450481549 E 14.5589654434198;Ne;Ostatní;budova s číslem popisným;;
972271101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Černý Most;Černý Most;Cíglerova 1138;Praha 9 - Černý Most;19800;N 50.1076074452972 E 14.5666223215527;Ne;Osobní;budova s číslem popisným;;
972406101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Černý Most;Černý Most;Bryksova 1061;Praha 9 - Černý Most;19800;N 50.1065239676666 E 14.5838087695659;Ne;Ostatní;budova s číslem popisným;;
972353101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Černý Most;Černý Most;Bryksova 818;Praha 9 - Černý Most;19800;N 50.1084072120161 E 14.5798513840319;Ne;Ostatní;budova s číslem popisným;;31.01.1995
972468101;stavba občanského vybavení;Hlavní město Praha;Praha 9;Černý Most;Černý Most;Chlumecká 764;Praha 9 - Černý Most;19800;N 50.1096586142861 E 14.5831770176134;Ne;Ostatní;budova s číslem popisným;;30.06.2005
972863101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Kamýk;Kamýk;Novodvorská 375;Praha 4 - Kamýk;14200;N 50.0184494172995 E 14.4478657470042;Ne;Osobní;budova s číslem popisným;;
972893101;objekt občanské vybavenosti;Hlavní město Praha;Praha 4;Kamýk;Kamýk;Freiwaldova 628;Praha 4 - Kamýk;14200;N 50.0088252636045 E 14.4549443431314;Ne;Ostatní;budova s číslem popisným;;
972946101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Kamýk;Kamýk;Kabeláčova 562;Praha 4 - Kamýk;14300;N 50.0154932310967 E 14.4214310770836;Ne;Ostatní;budova s číslem popisným;;
973129101;objekt občanské vybavenosti;Hlavní město Praha;Praha 4;Kamýk;Kamýk;Smotlachova 580;Praha 4 - Kamýk;14200;N 50.0097325651159 E 14.4497658490946;Ne;Ostatní;budova s číslem popisným;;
973279101;objekt občanské vybavenosti;Hlavní město Praha;Praha 4;Kamýk;Kamýk;Krhanická 543;Praha 4 - Kamýk;14200;N 50.016407841738 E 14.4392047700656;Ne;Osobní;budova s číslem popisným;;02.11.1999
973600101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;;Ruzyně; ;Praha 6 - Ruzyně;16100;N 50.0852327414053 E 14.2963242181294;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
973893101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Ruzyně;Ruzyně;Statenická 775;Praha 6 - Ruzyně;16100;N 50.0831121764381 E 14.3174470388616;Ne;Ostatní;budova s číslem popisným;;
974714101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Ruzyně;Ruzyně;Drnovská 18;Praha 6 - Ruzyně;16100;N 50.0810061796479 E 14.3099339172617;Ne;Ostatní;budova s číslem popisným;;
974713101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Ruzyně;Ruzyně;Zbuzanská 960;Praha 6 - Ruzyně;16100;N 50.0775792969961 E 14.3035267032295;Ne;Ostatní;budova s číslem popisným;;
974719101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Ruzyně;Ruzyně;Pilotů 965;Praha 6 - Ruzyně;16100;N 50.0931001227645 E 14.2992381098212;Ne;Ostatní;budova s číslem popisným;;
974931101;stavba občanského vybavení;Hlavní město Praha;Praha 6;Ruzyně;Ruzyně;Šmolíkova 866;Praha 6 - Ruzyně;16100;N 50.0908818753175 E 14.3059072291153;Ne;Ostatní;budova s číslem popisným;;31.12.2000
975009101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Ruzyně;Ruzyně;U Prioru 804;Praha 6 - Ruzyně;16100;N 50.0858141457091 E 14.3140632560972;Ne;Ostatní;budova s číslem popisným;;
975217101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;;Přední Kopanina; ;Praha 6 - Přední Kopanina;16400;N 50.1172485936429 E 14.2964715062509;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
975469101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Nebušice;Nebušice;U Gabrielky 49;Praha 6 - Nebušice;16400;N 50.1144534072563 E 14.3506980379098;Ne;Ostatní;budova s číslem popisným;;
975360101;stavba občanského vybavení;Hlavní město Praha;Praha 6;;Nebušice; ;Praha 6 - Nebušice;16400;N 50.1120618708715 E 14.3194250756534;Ne;Osobní;budova bez čísla popisného nebo evidenčního;;
975756101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;;Nebušice; ;Praha 6 - Nebušice;16400;N 50.1116292066647 E 14.3252496338857;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
976048101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Nebušice;Nebušice;Nebušická 700;Praha 6 - Nebušice;16400;N 50.1113057278295 E 14.3418353202916;Ne;Ostatní;budova s číslem popisným;;
976066101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Nebušice;Nebušice;Nad Markytou 728;Praha 6 - Nebušice;16400;N 50.1121424198499 E 14.3417910839618;Ne;Ostatní;budova s číslem popisným;;10.05.1999
976244101;objekt občanské vybavenosti;Hlavní město Praha;Praha 6;Nebušice;Nebušice;Nebušická 491;Praha 6 - Nebušice;16400;N 50.1112728085 E 14.3252687484634;Ne;Ostatní;budova s číslem popisným;;
976321101;stavba občanského vybavení;Hlavní město Praha;Praha 7;Holešovice;Holešovice;Plynární 899;Praha 7 - Holešovice;17000;N 50.1080299441876 E 14.4459479420374;Ne;Ostatní;budova s číslem popisným;;
976455101;stavba občanského vybavení;Hlavní město Praha;Praha 7;Holešovice;Holešovice;Dukelských hrdinů 343;Praha 7 - Holešovice;17000;N 50.0965643162696 E 14.4313952343056;Ne;Osobní;budova s číslem popisným;;
977564101;stavba občanského vybavení;Hlavní město Praha;Praha 7;Holešovice;Holešovice;Přístavní 321;Praha 7 - Holešovice;17000;N 50.1039824508286 E 14.4488641493194;Ne;Ostatní;budova s číslem popisným;;
976880101;stavba občanského vybavení;Hlavní město Praha;Praha 7;Holešovice;Holešovice;Přístavní 1421;Praha 7 - Holešovice;17000;N 50.1045638494836 E 14.4489056109812;Ne;Ostatní;budova s číslem popisným;;
976660101;stavba občanského vybavení;Hlavní město Praha;Praha 7;Holešovice;Holešovice;Komunardů 1039;Praha 7 - Holešovice;17000;N 50.1046827573151 E 14.4496276723638;Ne;Osobní;budova s číslem popisným;;
976972101;stavba občanského vybavení;Hlavní město Praha;Praha 7;;Holešovice; ;Praha 7 - Holešovice;17000;N 50.101845950459 E 14.4335451598768;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
