ID;Využiží budovy;Kraj;Okres;MČ;Katastrální území;Ulice č.p./č.e.;Město;PSČ;GPS;Vymezené byty;Vlastnictví;Typ budovy;Ochrana;Datum dokončení RUIAN
925827101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Modřany;Modřany;Násirovo náměstí 1816;Praha 4 - Modřany;14300;N 50.0010891146194 E 14.4221217787178;Ne;Obecní;budova s číslem popisným;;
925856101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Modřany;Modřany;Botevova 3114;Praha 4 - Modřany;14300;N 50.0087136751138 E 14.4190391930677;Ne;Obecní;budova s číslem popisným;;
925883101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Modřany;Modřany;Urbánkova 3348;Praha 4 - Modřany;14300;N 50.0016964792862 E 14.4258739800476;Ne;Obecní;budova s číslem popisným;;
926111101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Modřany;Modřany;Kutilova 3061;Praha 4 - Modřany;14300;N 50.0122506699232 E 14.4210823959846;Ne;Obecní;budova s číslem popisným;;
926120101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Modřany;Modřany;Semická 3293;Praha 4 - Modřany;14300;N 49.9980838217695 E 14.4193497301591;Ne;Obecní;budova s číslem popisným;;
926121101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Modřany;Modřany;Soukalova 3355;Praha 4 - Modřany;14300;N 50.0058245995754 E 14.4142175604096;Ne;Obecní;budova s číslem popisným;;
1004359101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Motol; ;Praha 5 - Motol;15000;N 50.0686937893209 E 14.3298056685764;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
1004360101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Motol; ;Praha 5 - Motol;15000;N 50.0700427779212 E 14.3274422710045;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
1004361101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Motol; ;Praha 5 - Motol;15000;N 50.0688682721028 E 14.3278102260871;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
1004363101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Motol; ;Praha 5 - Motol;15000;N 50.0678229264178 E 14.3287914113503;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
1004365101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Motol; ;Praha 5 - Motol;15000;N 50.0689230418649 E 14.3282899046134;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
1004366101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Motol; ;Praha 5 - Motol;15000;N 50.0698189926791 E 14.3286392875725;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
1004367101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Motol; ;Praha 5 - Motol;15000;N 50.0683352400984 E 14.3282895204787;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
1004368101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Motol; ;Praha 5 - Motol;15000;N 50.0685573930054 E 14.3289773456365;Ne;Ostatní;budova bez čísla popisného nebo evidenčního;;
1004369101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Motol;Motol;Za opravnou 276;Praha 5 - Motol;15000;N 50.068096323364 E 14.3296341670325;Ne;Ostatní;budova s číslem popisným;;31.12.2011
1004458101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Motol;Motol;Deylova 233;Praha 5 - Motol;15000;N 50.0718984843941 E 14.348693000241;Ne;Obecní;budova s číslem popisným;;
1004516101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Motol; ;Praha 5 - Motol;15000;N 50.0695193881818 E 14.3376893843576;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
1004517101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Motol; ;Praha 5 - Motol;15000;N 50.0693182891507 E 14.33670306941;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
1004518101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Motol; ;Praha 5 - Motol;15000;N 50.0694826716459 E 14.3373239898749;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
1004519101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;;Motol; ;Praha 5 - Motol;15000;N 50.0694424745951 E 14.3367305934616;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
1004549101;stavba občanského vybavení;Hlavní město Praha;Praha 5;Motol;Motol;U hrušky 31;Praha 5 - Motol;15000;N 50.0721956067543 E 14.3461048859127;Ne;Obecní;budova s číslem popisným;;
1004555101;objekt občanské vybavenosti;Hlavní město Praha;Praha 5;Motol;Motol;Plzeňská 30;Praha 5 - Motol;15000;N 50.0648325780939 E 14.3270434262016;Ne;Obecní;budova s číslem popisným;;
1121243101;stavba občanského vybavení;Hlavní město Praha;Praha 5;;Motol; ;Praha 5 - Motol;15000;N 50.0651765418764 E 14.3253430888203;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
1121244101;stavba občanského vybavení;Hlavní město Praha;Praha 5;;Motol; ;Praha 5 - Motol;15000;N 50.0653754792408 E 14.325898936413;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
892047101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Nusle;Nusle;Na Vítězné pláni 1160;Praha 4 - Nusle;14000;N 50.0624275775626 E 14.4351143846937;Ne;Obecní;budova s číslem popisným;;
892065101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Nusle;Nusle;5. května 200;Praha 4 - Nusle;14000;N 50.0595374640544 E 14.4328541228754;Ne;Obecní;budova s číslem popisným;;
892066101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Nusle;Nusle;U gymnázia 1663;Praha 4 - Nusle;14000;N 50.0597554525927 E 14.4323719584948;Ne;Obecní;budova s číslem popisným;;
892726101;stavba občanského vybavení;Hlavní město Praha;Praha 4;;Nusle;;Praha 4 - Nusle;14000;N 50.0606760280475 E 14.425700679392;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
892729101;stavba občanského vybavení;Hlavní město Praha;Praha 4;;Nusle; ;Praha 4 - Nusle;14000;N 50.0604476788374 E 14.4231960054574;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
892731101;stavba občanského vybavení;Hlavní město Praha;Praha 4;;Nusle; ;Praha 4 - Nusle;14000;N 50.0604947120458 E 14.4229482572141;Ne;Obecní;budova bez čísla popisného nebo evidenčního;;
892740101;stavba občanského vybavení;Hlavní město Praha;Praha 4;Nusle;Nusle;U Jedličkova ústavu 1349;Praha 4 - Nusle;14000;N 50.060318876328 E 14.4249430859108;Ne;Obecní;budova s číslem popisným;;
